ITEM,Description,short desc,DESC,loc,STOCK,BOX,MC,BN# 1,categoria,barcode
5010693,"HP 15-DY5073 15.6"" Ci7 Touch",8L708UA#ABA,8L708UA#ABA,4.1C,0,,,,LAPTOP,197497849608
5011273,HP OmniBook 5 16-AF1095 U9-285,BA3S1UA#ABA,BA3S1UA#ABA,4.1B,1,1,,,LAPTOP,198990798332
5011051,HP Victus 15 R7-7445HS,BM4X8UA#ABA,BM4X8UA#ABA,4.1C,3,3,1,,LAPTOP,199251266874
5010829,Lenovo Yoga 7 CU7 2in1,83DL0002US,83DL0002US,4.1C,2,2,1,,LAPTOP,197531069214
5010821,HP 17 C7 Touch,9X4L4UA#ABA,9X4L4UA#ABA,4.1D,0,,,,LAPTOP,198122368976
5010833,HP Envy x360 14 C Ultra 7,9T8G4UA#ABA,9T8G4UA#ABA,4.1D,0,,,,LAPTOP,198122153336
5010425,"HP DRAGONFLY PRO 14"" Ryzen7 BK",889T2AA#ABA,889T2AA#ABA,4.1D,0,,,,LAPTOP,197497744491
5009918,"Lenovo Ideapad 3 Ci3 14""",81X700FTUS,81X700FTUS,4.1D,0,,,,LAPTOP,196803733051
5009938,Acer Nitro 5 Gaming Laptop Ci7,NH.QF8AA.002,NH.QF8AA.002,4.1D,0,,,,LAPTOP,193199065964
5008919,"HP 17 17.3"" Ci5-1135G7 Silver",568B7UA#ABA,568B7UA#ABA,4.1D,0,,,,LAPTOP,196337154681
5007963,Lenovo ThinkPad E15 Ci5,20RD006BUS,20RD006BUS,4.1D,0,,,,LAPTOP,194632675474
5008000,Lenovo FLEX 14 Ci5 Touch,81SQ0001US,81SQ0001US,4.1D,0,,,,LAPTOP,193268851900
5008210,HP Envy X360 2in1 Ci7,15-dr1072ms,13Q17UA#ABA,4.1D,0,,,,LAPTOP,194850896996
5009665,"Asus TUF516PE Gaming 15.6""",TUF516PE-AB73,TUF516PE-AB73,4.1D,0,,,,LAPTOP,195553164863
5009909,Lenovo FLEX 5 2-IN-1 Ci7 Touch,82R80002US,82R80002US,4.1D,0,,,,LAPTOP,196379312780
5010758,HP ProBook G11 CU7 Ultra,A1LE0UT#ABA,A1LE0UT#ABA,4.1D,0,,,,LAPTOP,198122803620
5011151,HP 17 Laptop AI CU5-225U,B1SA1AV-001,B1SA1AV-001,4.1D,1,1,,,LAPTOP,198828627728
5010968,"HP ProBook 460 G11 16"" CUltra7",A1LH5UT#ABA,A1LH5UT#ABA,4.2A,12,12,1,,LAPTOP,198122803736
5009484,Acer Aspire 5 Ci3 Silver,NX.AASAA.004,NX.AASAA.004,4.2A,0,,,,LAPTOP,195133054164
5008994,"MSI Modern 15.6"" Ci7 Ultrabook",MODERN15A652,MODERN15A652,4.2A,0,,,,LAPTOP,824142263112
5007924,"HP 14 14"" Ci5 Pale Gold",8DU55UA#ABA,8DU55UA#ABA,4.2A,0,,,,LAPTOP,194441112672
5008045,"HP ProBook 450 G7 15.6"" Ci5 SV",8WB96UT#ABA,8WB96UT#ABA,4.2A,0,,,,LAPTOP,194721021540
5008320,HP -15 Ci7 Touch,9VA99UA#ABA,9VA99UA#ABA,4.2A,0,,,,LAPTOP,194850071911
5008795,"Lenovo Ideapad 3 Ci3 15.6""",81X80055US,81X80055US,4.2A,0,,,,LAPTOP,195477775152
5009914,"Asus ZenBook 17.3"" Ryzen7",UM6702RA-DB71,UM6702RA-DB71,4.2A,0,,,,LAPTOP,195553852678
5011468,Apple MacBookNeo13 A18P Citrus,MHFD4LL/A,MHFD4LL/A,4.2B,2,2,1,,LAPTOP,195950851809
5011469,Apple MacBookNeo13 A18P Indigo,MHFF4LL/A,MHFF4LL/A,4.2B,1,1,,,LAPTOP,195950852745
5009991,HP Envy X360 2in1 Ryzen 5,7H1S7UA#ABA,7H1S7UA#ABA,4.2B,0,,,,LAPTOP,197192369487
5009937,"HP Victus 15.6"" Gaming Laptop",68U87UA#ABA,68U87UA#ABA,4.2B,0,,,,LAPTOP,196548499335
5009225,"Lenovo Ideapad 3 Ci3 17.3"" Gra",82H900DYUS,82H900DYUS,4.2B,0,,,,LAPTOP,884116294467
5008797,"Gateway 14.1"" Ci3 Purple",GWTN141-6PR,GWTN141-6PR,4.2B,0,,,,LAPTOP,812550034226
5007441,"HP ProBook x360 11-G4 11.6"" M3",7MD89LS#ABA,7MD89LS#ABA,4.2B,0,,,,LAPTOP,193905469819
5008093,"Razer Blade 15 Gaming Lap15.6""",RZ09-0300,RZ09-0300,4.2B,0,,,,LAPTOP,8886419366669
5008204,"Asus VivoBook 15.6"" Ryzen 5",F512DA-EB51,F512DA-EB51,4.2B,0,,,,LAPTOP,192876310878
5008508,"Lenovo IdeaPad 3 15"" Ci5 Almon",81WE00EPUS,81WE00EPUS,4.2B,0,,,,LAPTOP,195042614336
5008843,"HP 15 Notebook 15.6"" Ryzen 7",2J4V8AV-16TCSL,2J4V8AV-16TCSL,4.2B,0,,,,LAPTOP,195161490286
5008841,"Lenovo Ideapad 3 Ci5 15.6"" Gre",82H801DQUS,82H801DQUS,4.2B,0,,,,LAPTOP,195891976289
5008462,"Lenovo ThinkPad E14 Ci7 14""",20RA0050US,20RA0050US,4.2B,0,,,,LAPTOP,194632394405
5008799,"Gateway 14.1"" Ci3 Black",GWTN141-3BK,GWTN141-3BK,4.2B,0,,,,LAPTOP,812550032871
5008321,Lenovo IdeaPad 5 Ryzen 7 Grey,81YM0060FUS,81YM0060FUS,4.2B,0,,,,LAPTOP,195042607383
5008409,"Lenovo Flex 11.6"" 2-in-1 Chrom",82HG0000US,82HG0000US,4.2B,0,,,,LAPTOP,195235311332
5009911,"HP 13.3"" EliteBook 835 Ryzen 7",4X618UT#ABA,4X618UT#ABA,4.2B,0,,,,LAPTOP,196188427828
5011155,"HP ProBook 445 G11 14"" R7-7G",A1SY9UT#ABA,A1SY9UT#ABA,4.2B,0,,,,LAPTOP,198122853854
5011470,Apple MacBookNeo13 A18P Blush,MHFH4LL/A,MHFH4LL/A,4.2B,2,2,1,,LAPTOP,195950853681
5011471,Apple MacBookNeo13 A18P SPG,MHFA4LL/A,MHFA4LL/A,4.2B,2,2,1,,LAPTOP,195950850864
5010427,Dell Inspiron 3520 15.6 Ci3 BK,8JTD9,8JTD9,4.2C,0,,,,LAPTOP,884116461791
5009915,Lenovo 1 14IAU7 Ci3-1215U,82QC003VUS,82QC003VUS,4.2C,0,,,,LAPTOP,196800581914
5009940,Acer Nitro 5 Gaming Laptop Ry7,NH.QB9AA.004,NH.QB9AA.004,4.2C,0,,,,LAPTOP,195133124997
5009289,Acer Nitro 5 Gaming Laptop Ci5,NH.QEKAA.001,NH.QEKAA.001,4.2C,0,,,,LAPTOP,840226638942
5007932,"Dell Latitude Ci5 13.3"" Black",NTPYJ,NTPYJ,4.2C,0,,,,LAPTOP,884116357186
5008199,HP Pavilion -15 Ci7 Lunar Gold,8MZ12UA#ABA,8MZ12UA#ABA,4.2C,0,,,,LAPTOP,194441468793
5008229,"Lenovo Ideapad 3 17.3"" Ryzen7",81W2004AUS,81W2004AUS,4.2C,0,,,,LAPTOP,195235076033
5008800,"Lenovo Ideapad 3 Ci3 17.3"" Blu",82H90010US,82H90010US,4.2C,0,,,,LAPTOP,195477443204
5008916,"Dell G15 15.6"" Gaming Laptop A",G15RE-A975GRY-P,G15RE-A975GRY-PUS,4.2C,0,,,,LAPTOP,884116391975
5008917,"HP 15.6"" Gaming Laptop A",2P6A8AV-BKR712G,2P6A8AV-BKR712G512GFHD1650,4.2C,0,,,,LAPTOP,195161647857
5009146,"Asus VivoBook 15.6"" Ci3",X515JA-212.V15B,X515JA-212.V15BB,4.2C,0,,,,LAPTOP,195553233668
5009302,Gigabyte A5 K1 Gaming Laptop,A5 K1-BUS2150SB,A5 K1-BUS2150SB,4.2C,0,,,,LAPTOP,4719331831486
5009126,"Lenovo ThinkBook 15 Ci7 15.6""",20VE006UUS,20VE006UUS,4.2C,0,,,,LAPTOP,195477043824
5008201,"Lenovo Ideapad 3 14"" Ryzen5",81W0003QUS,81W0003QUS,4.2C,0,,,,LAPTOP,194778712699
5009445,Asus ROG Zephyrus Ryzen7,GA401QH-211.ZG1,GA401QH-211.ZG14BL,4.2C,0,,,,LAPTOP,195553107457
5009715,"Asus ZenBook 13.3""",UX325EA-OS72,UX325EA-OS72,4.2C,0,,,,LAPTOP,195553570992
5009908,"HP ProBook 440 G9 14"" Ci5 SV",827K6U8#ABA,827K6U8#ABA,4.2C,0,,,,LAPTOP,197497319408
5009718,"HP 15 -15.6"" Ci5 Silver Touch",6X3B4UA#ABA,6X3B4UA#ABA,4.2C,0,,,,LAPTOP,196786642326
5011270,HP OmniBook X Flip 16-AR0013,B5UJ4UA#ABA,B5UJ4UA#ABA,4.2C,6,6,1,,LAPTOP,198990145457
5010172,"Asus VivoBook 15.6"" Ci7 Touch",F1502ZA-WH74,F1502ZA-WH74,4.2D,0,,,,LAPTOP,197105207219
5009144,"Gateway 14.1"" Ci3 Black",GWTN141-3PR,GWTN141-3PR,4.2D,0,,,,LAPTOP,812550032895
5009127,"Lenovo ThinkBook 13s Ci7 13.3""",20V9001UUS,20V9001UUS,4.2D,0,,,,LAPTOP,195348151979
5009226,"Lenovo Ideapad 3 Ci5 17.3"" Gra",82H900E0US,82H900E0US,4.2D,0,,,,LAPTOP,195891998984
5008507,"Lenovo IdeaPad 3 14"" Ci5 Grey",81WD00U9US,81WD00U9US,4.2D,0,,,,LAPTOP,195348729062
5008777,"Gateway 15.6"" Ryzen 5 Green",GWTN156-4GR,GWTN156-4GR,4.2D,0,,,,LAPTOP,812550033915
5008781,"HP 17Z Athlon Gold 17.3"" JET B",2Q7V8AV-BKAG38G,2Q7V8AV-BKAG38G256GHDP,4.2D,0,,,,LAPTOP,195161689512
5008657,HP Pavilion -15 Ryzen 7 Touch,364K3UA#ABA,364K3UA#ABA,4.2D,0,,,,LAPTOP,195697828096
5006958,Lenovo ThinkPad E11e,20LQ0001US,20LQ0001US,4.2D,0,,,,LAPTOP,192158804552
5007931,"Dell Inspiron 2in1 15.6"" i5",208H1,208H1,4.2D,0,,,,LAPTOP,884116345688
5008241,HP Envy X360 2in1 Ci7,13Q17UA#ABA,13Q17UA#ABA,4.2D,0,,,,LAPTOP,202008-R8197
5008399,HP Envy x360 2-in-1,1V7M6UA#ABA,1V7M6UA#ABA,4.2D,0,,,,LAPTOP,195122539597
5008463,Lenovo Yoga C740 2in1 Ci7,81TD0005US,81TD0005US,4.2D,0,,,,LAPTOP,193638312758
5008538,"Asus TUF FA506IU Gaming 15.6""",FA506IU-NB53,FA506IU-NB53,4.2D,0,,,,LAPTOP,192876784914
5008796,"HP Pavilion 15.6"" Ryzen 7 8GB",364K5UA#ABA,364K5UA#ABA,4.2D,0,,,,LAPTOP,195697828119
5008202,"HP 15 15.6"" Ci7 Carbon Slate",8MM67UA#ABA,8MM67UA#ABA,4.2D,0,,,,LAPTOP,194441390865
5008990,"Samsung Galaxy Book 15.6"" Ci5",NP750XDA-KD1US,NP750XDA-KD1US,4.2D,0,,,,LAPTOP,887276582368
5009122,"HP 15 -15.6"" Ryzen 5 Blue",4J771UA#ABA,4J771UA#ABA,4.2D,0,,,,LAPTOP,196068804015
5008783,Lenovo IdeaPad 1 Silver N5030,81VU000JUS,81VU000JUS,4.2D,0,,,,LAPTOP,194632742015
5009912,"Lenovo ThinkPad P14s Ci5 14""",20VX00GTUS,20VX00GTUS,4.2D,0,,,,LAPTOP,196379196960
5010150,"MSI Modern 14"" Ryzen5",C7M-049US,C7M-049US,4.2D,0,,,,LAPTOP,824142314562
5010935,HP Victus 15 Ci5 Gaming Laptop,B8LN4UA#ABA,B8LN4UA#ABA,4.2D,0,,,,LAPTOP,198990524528
5011264,Acer Aspire Go 15 R5-7520U,NX.JJAA.002,NX.JJAA.002,4.2D,0,,,,LAPTOP,195133307055
5011272,HP OmniBook 5 16-AF1017 U7-255,B5PX1UA#ABA,B5PX1UA#ABA,4.2D,3,3,1,,LAPTOP,198990118222
5010757,Lenovo Idea Pad Slim 3 Ci3,82XB008LUS,82XB008LUS,4.3A,0,,,,LAPTOP,198153861941
5009989,"Lenovo Ideapad 3 Ci3 14""",81X700FUUS,81X700FUUS,4.3A,0,,,,LAPTOP,196803733044
5008992,"Asus VivoBook 15.6"" Ci3",X515JA-212.V15B,X515JA-212.V15BB,4.3A,0,,,,LAPTOP,195553380881
5008457,"Asus VivoBook 15.6"" Ryzen 7",R564DA-UH72T,R564DA-UH72T,4.3A,0,,,,LAPTOP,192876847909
5009446,"HP Pav 15.6"" Ci7-1165G Silver",9SIAEYJGZ14851,9SIAEYJGZ14851,4.3A,0,,,,LAPTOP,2-101181
5011150,Lenovo IdeaPad 1 R5-7520U,82VG00TYUS,82VG00TYUS,4.3A,13,13,1,,LAPTOP,198155777660
5010974,"HP ProBook 465 G11 16"" Ryzen5",A1RM7UT#ABA,A1RM7UT#ABA,4.3B,9,9,1,,LAPTOP,198122842810
5010967,"HP ENVY x360 14"" Ryzen7 Laptop",9S1R4UA#ABA,9S1R4UA#ABA,4.3B,0,,,,LAPTOP,198122036523
5010619,HP 15 Ryzen5 SV Touch,9Q1E9UA#ABA,9Q1E9UA#ABA,4.3B,0,,,,LAPTOP,197961829044
5009721,HP Pavilion x360 2in1 Ci5,67W83UA#ABA,67W83UA#ABA,4.3B,0,,,,LAPTOP,196548395453
5008989,"Lenovo Ideapad 5 Ci3 15.6""",82FG00DHUS,82FG00DHUS,4.3B,0,,,,LAPTOP,195477109360
5008046,HP Envy X360 2in1 Ryzen 5,9HZ86UA#ABA,9HZ86UA#ABA,4.3B,0,,,,LAPTOP,194721625779
5008398,Lenovo IdeaPad Flex 5 2-IN-1,81X2000HUS,81X2000HUS,4.3B,0,,,,LAPTOP,194632976182
5008537,"MSI GF65 15.6"" Gaming Laptop",GF65 THIN 9SEXR,GF65 THIN 9SEXR-250,4.3B,0,,,,LAPTOP,824142206492
5008801,"HP 15 -15.6"" Ryzen 5 Silver",4J0V2UA#ABA,4J0V2UA#ABA,4.3B,0,,,,LAPTOP,196068763954
5009913,HP EliteBook 845 G8 Ryzen5,6X382U8#ABA,6X382U8#ABA,4.3B,0,,,,LAPTOP,196786641572
5009919,"Asus VivoBook 14"" Ci3 Silver",X1400EA-I38128,X1400EA-I38128,4.3B,0,,,,LAPTOP,195728119472
5010176,HP Pavilion AMD Ryzen 7 SL,7F1Z3UA#ABA,7F1Z3UA#ABA,4.3B,0,,,,LAPTOP,197192220542
5010416,"Acer Aspire 15"" 3 Ryzen 5 Touc",NX.KHDAA.001,NX.KHDAA.001,4.3B,0,,,,LAPTOP,195133184380
5010691,"Dell Inspiron 15 15.6"" Ci7",I3520-7896BLK-P,I3520-7896BLK-PUS,4.3B,0,,,,LAPTOP,884116430896
5011274,HP OmniBook 5 Flip 14-FP0013,B5UJ3UA#ABA,B5UJ3UA#ABA,4.3B,0,,,,LAPTOP,198990145440
5009986,"Lenovo V14 Ryzen5 14""",82YT00Q3US,82YT00Q3US,4.3C,0,,,,LAPTOP,197528527314
5010411,HP 15-FC0037 Ryzen 5,7W6H6UA#ABA,7W6H6UA#ABA,4.3C,0,,,,LAPTOP,197192937372
5010145,"Lenovo Flex 5 14"" Ryzen5",82XX0036US,82XX0036US,4.3C,0,,,,LAPTOP,196803682366
5009714,"Lenovo 3 15IAU7 Ci5 15.6""",82RK0017US,82RK0017US,4.3C,0,,,,LAPTOP,196379558744
5009124,"Lenovo Ideapad 3 Ci3 15.6""",81X800ECUS,81X800ECUS,4.3C,0,,,,LAPTOP,195891395295
5007971,"HP ProBook 450 G7 15.6"" Ci5",8WB97UT#ABA,8WB97UT#ABA,4.3C,0,,,,LAPTOP,194721021557
5008044,"HP 17 17.3"" Ci5 Jet Black",3C310UA#ABA,3C310UA#ABA,4.3C,0,,,,LAPTOP,194850628696
5008322,Dell Inspiron 15 3593 i7 Touch,I3593-7644BLK-P,I3593-7644BLK-PUS,4.3C,0,,,,LAPTOP,2-100779
5008378,HP Envy X360 2in1 Ci7 20GB,13Q17UA#ABA,13Q17UA#ABA,4.3C,0,,,,LAPTOP,5008378-360-20
5008506,"HP Omen 15.6"" Gaming Laptop",1M9P3UA#ABA,1M9P3UA#ABA,4.3C,0,,,,LAPTOP,195122428761
5009907,"HP 13.3"" EliteBook 835 Ryzen 5",4X619UT#ABA,4X619UT#ABA,4.3C,0,,,,LAPTOP,196188427842
5010420,"HP 255 G10 15.6"" R7 Pro",A1WC3UA#ABA,A1WC3UA#ABA,4.3C,0,,,,LAPTOP,198122866717
5011049,HP ProBook 460 G11 CU5-125U,A1LD3UT#ABA,A1LD3UT#ABA,4.1B,1,1,,,LAPTOP,198122803514
5011153,HP Laptop AI CU7-255U,B97M5UA#ABA,B97M5UA#ABA,4.3C,0,,,,LAPTOP,198990695044
5010972,"Dell Inspiron 15 15.6"" Ryzen7",i3535-A813BLK-P,i3535-A813BLK-PUS,4.3C,0,,,,LAPTOP,884116426813
5011476,"HP OmniBook5 R7 16"" Laptop",B5PB3UA#ABA,B5PB3UA#ABA,4.3C,10,10,1,,LAPTOP,198990109572
5011199,HP 17- R5-7520U,B4GX7UA#ABA,B4GX7UA#ABA,4.3D,0,,,,LAPTOP,198828895592
5010969,"Hp Envy X360 15.6"" CUltra 7",9R1K0UA#ABA,9R1K0UA#ABA,4.3D,0,,,,LAPTOP,197961931792
5010186,Lenovo V15 G4 Ci3-1315U,83A100EGUS,83A100EGUS,4.3D,0,,,,LAPTOP,197531241627
5009720,"Lenovo 15.6"" IdeaPad 3 Touch",82RN000WUS,82RN000WUS,4.3D,0,,,,LAPTOP,196379318607
5008250,"Microsoft 13.5"" Surface Laptop",VGY-00001,VGY-00001,4.3D,0,,,,LAPTOP,889842480382
5009910,"HP ProBook 455 G9 15.6"" Ryzen5",64T34UT#ABA,64T34UT#ABA,4.3D,0,,,,LAPTOP,196548112432
5009920,"Lenovo Ideapad 3 Ci7 15.6""",82FG01U2US,82FG01U2US,4.3D,0,,,,LAPTOP,196802374798
5010147,"Lenovo Ideapad 3 Ci5 15.6"" Tou",82H803SBUS,82H803SBUS,4.3D,0,,,,LAPTOP,197528582672
5010695,Dell Inspiron 15 Ci5 Touch,i3520-5124BLK-P,i3520-5124BLK-PUS,4.3D,0,,,,LAPTOP,884116427124
5011016,Lenovo IdeaPad Slim 3 R5-7520U,82XQ00EBUS,82XQ00EBUS,4.3D,0,,,,LAPTOP,197531235817
5009716,HP 15 Laptop Ci5-1135G7,6M0Z7UA#ABA,6M0Z7UA#ABA,4.4A,0,,,,LAPTOP,196786217746
5010151,"Lenovo Flex 5 16"" Ryzen7",82XY002KUS,82XY002KUS,4.4A,0,,,,LAPTOP,195925669583
5009495,"Lenovo Ideapad 15.6"" Ryzen7",82R4002PUS,82R4002PUS,4.4A,0,,,,LAPTOP,196380608025
5009143,"Gateway 15.6"" Pentium Sl Gray",GWTN156-11BK-NE,GWTN156-11BK-NEW,4.4A,0,,,,LAPTOP,812550034356
5011013,ASUS Vivobook Go 15 i3-N305,E1504GA-WB31,E1504GA-WB31,4.4A,0,,,,LAPTOP,197105850224
5009922,"HP 14-EP0145 14"" Ci7-1355U Sil",7G878UA#ABA,7G878UA#ABA,4.4B,0,,,,LAPTOP,197192345863
5010414,"Dell Inspiron 15.6"" Ryzen 5 BK",G64RK,G64RK,4.4B,0,,,,LAPTOP,884116427131
5010618,Lenovo LOQ 15AHP9 Ryzen7,83DX00ASCF,83DX00ASCF,4.4B,0,,,,LAPTOP,198153153787
5011152,"HP ProBook 465 G11 16"" R7-7G",A1RM9UT#ABA,A1RM9UT#ABA,4.4B,0,,,,LAPTOP,198122843176
5010970,"Acer Aspire Vero 16"" CUltra 7",NX.KU4AA.002,NX.KU4AA.002,4.4B,1,1,,,LAPTOP,195133265096
5011189,HP ProBook460G11 CU5 Laptop,A1LD5UT#ABA,A1LD5UT#ABA,4.4B,5,5,1,,LAPTOP,198122803538
5011200,Dell Inspiron 15 3535 R7-7730U,i3535-A735BLK-P,i3535-A735BLK-PUS,4.4C,0,,,,LAPTOP,884116430735
5010422,"Asus VivoBook Ci9 15.6""",K5504VA-PB99-SL,K5504VA-PB99-SL,4.4C,0,,,,LAPTOP,197105255593
5009767,"Lenovo Ideapad 3 Ci7 14"" Gray",82H701G0US,82H701G0US,4.4C,0,,,,LAPTOP,196802163415
5008115,HP 15- Touch Ci5 Silver,192L0UA#ABA,192L0UA#ABA,4.4C,0,,,,LAPTOP,195122170486
5008264,Acer Chromebook 15.6 Cel Silve,NX.HKBAA.002,NX.HKBAA.002,4.4C,0,,,,LAPTOP,193199632029
5011275,HP 15-FD0133 Ci3-N305,B4KT4UA#ABA,B4KT4UA#ABA,4.4C,0,,,,LAPTOP,198828914491
5009486,Acer Aspire 5 Ci5 Safari Gold,NX.A25AA.002,NX.A25AA.002,4.5A,0,,,,LAPTOP,195133106771
5009274,HP 255 G8 15.6 AMD 3020E,2Q0G4UT#ABA,2Q0G4UT#ABA,4.5A,0,,,,LAPTOP,195161670657
5008456,"Lenovo Ideapad 3 15.6"" Ryzen5",81W1009DUS,81W1009DUS,4.5A,0,,,,LAPTOP,195042615371
5008656,Dell Inspiron 15 Ryzen 7,6N7NVC3,6N7NVC3,4.5A,0,,,,LAPTOP,884116384724
5008847,Lenovo FLEX 5 2-IN-1 Ryzen7,82HV0000US,82HV0000US,4.5A,0,,,,LAPTOP,195477202078
5011475,HP Elite805 Ryzen5 Desktop,A98XRAT#ABA,A98XRAT#ABA,4.5A,25,25,1,,COMPUTER,198415909886
5010616,Lenovo IdeaPad 15 Ci3 GY Touch,82QD00DHUS,82QD00DHUS,4.5B,0,,,,LAPTOP,197531458438
5009485,"Lenovo IdeaPad 3 14"" Ci3 Grey",81WD010UUS,81WD010UUS,4.5B,0,,,,LAPTOP,196118018102
5008614,"Gateway 15.6"" Ci5 Black",GWTN156-1BK,GWTN156-1BK,4.5B,0,,,,LAPTOP,643934072301
5010538,Lenovo V15 G3 Ci5-1235U,83C4000BPB,83C4000BPB,4.5B,0,,,,LAPTOP,2-101593
5010971,Acer Aspire Vero 16 CUltra 5,NX.KU3AA.002,NX.KU3AA.002,4.5B,0,,,,LAPTOP,195133264594
5010107,"Lenovo Ideapad 3 15.6"" Ryzen7",82XM007NCC,82XM007NCC,4.5C,0,,,,LAPTOP,197529215197
5010410,Lenovo Ideapad 15inch Ryzen 5,82XQ008GIN,82XQ008GIN,4.5C,0,,,,LAPTOP,197529565285
5009711,Acer Aspire 3 Ci3 Silver,NX.AD0AA.00C,NX.AD0AA.00C,4.5C,0,,,,LAPTOP,193199011534
5009494,HP 15 Ryzen 7 Touch,4W2K4UA#ABA,4W2K4UA#ABA,4.5C,0,,,,LAPTOP,196188406656
5008196,HP EliteDesk 705 G4 Ryzen 5,4HX42UT#ABA,4HX42UT#ABA,4.5C,0,,,,COMPUTER,192545620598
5010468,Fire HD 8 (2022 12Gen) 64GB BK,B09BG56K7R,B09BG56K7R,4.6A,13,1,,,TABLET,840080541655
5010296,Fire HD 8 (2022 12Gen) 32GB BK,B09BG5LXWJ,B09BG5LXWJ,4.6A,0,,,,TABLET,840080547107
5009769,"Lenovo Ideapad 3 Ci3 15.6""",81X800MCUS,81X800MCUS,4.6A,0,,,,LAPTOP,196801480148
5007722,Dell Inspiron 14 3000 i3,i3493-3464BLK-P,i3493-3464BLK-PUS,4.6A,0,,,,LAPTOP,884116365464
5011251,Yealink SIP-T31P IP Phone,SIP-T31P,SIP-T31P,4.6A,4,1,,,PHONE,841885104823
5010244,"Asus VivoBook Ci5 15.6"" Touch",F515EA-WH52,F515EA-WH52,4.6B,0,,,,LAPTOP,197105207189
5009128,Lenovo FLEX 5 2-IN-1 Ryzen7,82HV003QUS,82HV003QUS,4.6B,0,,,,LAPTOP,195891387764
5010973,Asus Vivobook 17 Ci3 Laptop,X1704ZA-I38512,X1704ZA-I38512,4.6B,0,,,,LAPTOP,197105685734
5011017,Lenovo IdeaPad Slim 5 C7-150U,83FW000XUS,83FW000XUS,4.6B,13,13,1,,LAPTOP,197530871399
5009132,"HP 15 -15.6"" Ci7 Silver Touch",1B9N3AV-CTO1,1B9N3AV-CTO1,4.6C,0,,,,LAPTOP,195122212803
5007992,HP 15 Ci3-1005G1 Silver,15-dy1024wm,15-dy1024wm,4.6C,0,,,,LAPTOP,194850419157
5007998,"HP 14"" AMD Athlon Silver 3050U",9XM12UA#ABA,9XM12UA#ABA,4.6C,0,,,,LAPTOP,194850253911
5008396,HP Chromebook x360 14A 2-IN-1,192J7UA#ABA,192J7UA#ABA,4.6C,0,,,,LAPTOP,2-100788
5008613,"Gateway 15.6"" Ci5 Blue",GWTN156-1BL,GWTN156-1BL,4.6C,0,,,,LAPTOP,812550032970
5008205,Lenovo FLEX 14 Ryzen 7 Touch,81X20002US,81X20002US,4.6C,0,,,,LAPTOP,194632976311
5008615,"Gateway 15.6"" Ci5 RoseGold",GWTN156-1RG,GWTN156-1RG,4.6D,0,,,,LAPTOP,812550032963
5009391,Google TV 4K Chromecast,GA01919-US,GA01919-US,4.7A,0,,,,VIDEO,193575007229
5010522,Beelink EQ13 N200 Mini PC,9Y.US3720826K10,9Y.US3720826K10,4.7A,0,,,,COMPUTER,2-101579
5010523,Beelink EQR6 Ryzen5 6600H,9Y.US3740838P10,9Y.US3740838P10,4.7A,0,,,,COMPUTER,2-101580
5010525,Beelink SER8 Ryzen7 8845HS,9Y.UP3600834N10,9Y.UP3600834N10,4.7A,0,,,,COMPUTER,2-101582
5010526,Beelink SEi14 Core Ultra5 125H,9Y.UP3610834N10,9Y.UP3610834N10,4.7A,0,,,,COMPUTER,2-101583
5011276,Lenovo 1 15AMN7 R5-7520U,82VG00WXUS,82VG00WXUS,4.7A,71,71,1,,LAPTOP,199271336601
5011492,Beelink EQi Pro i5-13500H,8A.US4730831N10,8A.US4730831N10,4.7A,0,,,,COMPUTER,8A.US4730831N10
5009729,Beelink MINI S N5095,MINI S,MINI S,4.7B,0,,,,COMPUTER,B09ZLF6HP6
5008112,"HP 15.6"" Ryzen 5 Rose Gold",9VK22UA#ABA,9VK22UA#ABA,4.7B,0,,,,LAPTOP,194850103896
5008397,Acer Chromebook Spin 311,NX.HKKAA.005,NX.HKKAA.005,4.7B,0,,,,LAPTOP,193199767035
5009974,Beelink SER5 MAX 5800H,SER5 MAX,SER5 MAX,4.7B,0,,,,COMPUTER,99.223190208G0
5009861,Fire HD 8 (2022 12Gen) 32GB BK,B099Z8HLHT,B099Z8HLHT,4.7B,0,,,,TABLET,840080527987
5010779,Samsung Galaxy Tab A9 SM-X115,SM-X115,SM-X115,4.7B,0,,,,TABLET,8806095282145
5010767,Beelink Mini S12 N95 Mini PC,8A.UP4190824KA0,8A.UP4190824KA0,4.7B,0,,,,COMPUTER,8A.UP4190824KA0
5008113,"HP 14"" Ryzen 3 Silver",1A491UA#ABA,1A491UA#ABA,4.7C,0,,,,LAPTOP,194850318597
5008114,HP Pavilion 14 X360 2in1 Ci5,9GF08UA#ABA,9GF08UA#ABA,4.7C,0,,,,LAPTOP,194721590312
5010155,Beelink SEi12 12650H,SEi12,SEi12,4.7C,0,,,,COMPUTER,2-101478
5010117,Fire Max 11 (2023 Gen13) BK,B0B1VQ1ZQY,B0B1VQ1ZQY,4.7C,0,,,,TABLET,840268901325
5010089,Amazon Echo Pop 1st Gen Lavend,B09ZXJDSL5,B09ZXJDSL5,4.7C,0,,,,SPEAKERS,840080594804
5008239,HP Pavilion -15 Ci7 Touch,7XN28UA#ABA,7XN28UA#ABA,4.7D,0,,,,LAPTOP,193905849161
5008395,HP 17-BY3051 Ci5 Touch,1Q8D3UA#ABA,1Q8D3UA#ABA,4.7D,0,,,,LAPTOP,195122472535
